customer_id,signup_date,age_band,postal_district,income_tier,latent_segment,total_spend_24mo,avg_basket_size,visits_per_week,weekend_browse_fraction,luxury_category_fraction,distinct_categories,days_since_last_visit,marketing_email_open_rate
C02977,2025-04-27,25-34,76,low,weekend_browser_bargain,1130.74,24.6,0.931,0.887,0.023,5,2,0.441
C02978,2024-11-10,25-34,78,low,weekend_browser_bargain,1387.64,23.59,0.767,0.739,0.088,2,6,0.582
C02979,2024-11-24,25-34,52,low,casual_long_tail,1075.51,27.09,0.544,0.548,0.293,1,0,0.376
C02980,2024-12-26,18-24,78,low,weekend_browser_bargain,1613.66,33.09,0.739,0.752,0.152,4,6,0.717
C02981,2024-06-26,18-24,77,low,weekend_browser_bargain,2542.51,29.0,0.757,0.85,0.042,2,0,0.479
C02982,2025-12-23,35-44,17,mid,lapsed_reactivatable,51.71,24.3,0.116,0.574,0.232,5,64,0.527
C02983,2024-08-24,45-54,10,high,corporate_gifter_seasonal,6534.69,279.79,0.311,0.469,0.506,5,6,0.466
C02984,2025-11-20,18-24,01,high,casual_long_tail,733.02,51.91,0.636,0.479,0.309,4,2,0.285
C02985,2025-11-22,25-34,17,mid,casual_long_tail,1156.58,65.86,0.691,0.598,0.397,3,0,0.393
C02986,2024-09-07,18-24,01,high,lapsed_reactivatable,740.58,67.06,0.165,0.532,0.238,3,151,0.279
C02987,2025-07-24,25-34,02,high,family_bulk_weekly,6160.23,119.32,1.308,0.507,0.11,1,4,0.384
C02988,2025-12-04,45-54,11,high,lapsed_reactivatable,169.78,81.41,0.1,0.435,0.212,1,175,0.417
C02989,2025-12-04,25-34,77,low,weekend_browser_bargain,368.92,28.95,0.6,0.714,0.076,2,2,0.56
C02990,2024-11-15,55+,78,low,family_bulk_weekly,11191.71,103.46,1.336,0.583,0.435,5,3,0.702
C02991,2025-07-03,45-54,02,high,weekday_luxury_regular,19240.24,171.24,2.31,0.148,0.803,8,2,0.763
C02992,2024-11-15,45-54,02,high,corporate_gifter_seasonal,3889.24,353.62,0.147,0.279,0.702,7,6,0.56
C02993,2026-04-13,25-34,77,low,new_digital_native,97.74,53.65,1.4,0.58,0.333,4,24,0.338
C02994,2025-11-01,45-54,03,high,family_bulk_weekly,2853.67,93.86,1.133,0.569,0.269,7,2,0.498
C02995,2025-09-03,45-54,54,low,family_bulk_weekly,5213.16,117.17,1.177,0.468,0.27,5,5,0.34
C02996,2024-08-12,25-34,17,mid,family_bulk_weekly,10651.61,108.25,1.063,0.573,0.437,5,3,0.597
C02997,2026-02-10,25-34,03,high,family_bulk_weekly,878.29,70.57,1.264,0.515,0.209,3,2,0.486
C02998,2026-04-06,45-54,54,low,new_digital_native,44.11,39.17,0.412,0.528,0.425,5,6,0.856
C02999,2025-07-30,45-54,78,low,lapsed_reactivatable,94.38,23.41,0.105,0.492,0.273,3,177,0.315
C03000,2024-05-12,45-54,11,high,weekday_luxury_regular,63079.13,277.12,2.392,0.068,0.846,7,0,0.462
C03001,2024-06-21,45-54,52,low,family_bulk_weekly,10454.4,100.16,1.012,0.623,0.399,3,1,0.397
C03002,2025-05-10,25-34,77,low,weekend_browser_bargain,792.27,32.19,0.603,0.644,0.08,3,3,0.668
C03003,2025-03-18,35-44,54,low,family_bulk_weekly,7860.42,101.92,1.239,0.537,0.188,7,6,0.323
C03004,2026-02-26,25-34,53,low,weekend_browser_bargain,297.7,35.69,1.0,0.684,0.123,7,5,0.526
C03005,2024-05-10,35-44,03,high,weekday_luxury_regular,57308.78,238.8,2.533,0.057,0.797,5,1,0.609
C03006,2026-03-11,18-24,53,low,weekend_browser_bargain,285.88,47.05,1.14,0.664,0.0,1,1,0.523
C03007,2026-01-10,18-24,02,high,corporate_gifter_seasonal,1021.11,163.47,0.408,0.547,0.756,4,1,0.829
C03008,2025-11-26,25-34,77,low,lapsed_reactivatable,55.93,50.78,0.047,0.42,0.305,6,143,0.476
C03009,2026-01-10,25-34,17,mid,family_bulk_weekly,1878.3,137.11,1.155,0.5,0.247,2,2,0.476
C03010,2025-10-17,18-24,77,low,weekend_browser_bargain,323.74,11.63,1.043,0.773,0.02,6,0,0.741
C03011,2026-04-11,18-24,76,low,new_digital_native,31.29,30.32,0.583,0.425,0.283,2,5,0.567
C03012,2025-06-03,45-54,10,high,corporate_gifter_seasonal,3210.5,269.72,0.216,0.397,0.692,4,3,0.714
C03013,2025-12-21,35-44,77,low,family_bulk_weekly,1053.13,104.19,0.626,0.736,0.209,8,5,0.128
C03014,2024-06-28,55+,03,high,lapsed_reactivatable,846.15,64.29,0.158,0.436,0.284,3,161,0.644
C03015,2025-11-18,18-24,53,low,family_bulk_weekly,1517.72,96.14,0.718,0.496,0.316,7,2,0.734
C03016,2025-06-29,55+,11,high,weekday_luxury_regular,24436.61,237.09,2.607,0.266,1.0,3,3,0.623
C03017,2025-01-14,35-44,02,high,corporate_gifter_seasonal,3492.53,245.63,0.211,0.429,0.844,7,6,0.758
C03018,2026-04-01,25-34,02,high,new_digital_native,86.55,35.19,0.636,0.47,0.473,2,18,0.313
C03019,2024-05-13,55+,78,low,family_bulk_weekly,9071.95,78.4,1.154,0.499,0.328,3,4,0.228
C03020,2025-05-23,25-34,16,mid,lapsed_reactivatable,661.5,80.3,0.146,0.537,0.437,4,164,0.868
C03021,2024-06-12,35-44,54,low,casual_long_tail,3006.74,55.52,0.638,0.576,0.395,4,6,0.215
C03022,2026-04-22,35-44,24,mid,new_digital_native,75.21,46.04,2.0,0.584,0.519,2,0,0.716
C03023,2024-08-12,18-24,53,low,weekend_browser_bargain,1839.99,26.18,0.837,0.809,0.135,4,3,0.231
C03024,2025-01-04,18-24,77,low,weekend_browser_bargain,1956.33,32.12,0.975,0.725,0.205,4,4,0.407
C03025,2025-09-14,55+,11,high,corporate_gifter_seasonal,1856.4,313.95,0.19,0.343,0.848,5,5,0.742
C03026,2024-11-02,25-34,54,low,weekend_browser_bargain,2176.16,42.64,0.691,0.936,0.061,3,4,0.492
C03027,2025-03-25,18-24,53,low,weekend_browser_bargain,1833.13,41.51,0.853,0.76,0.018,5,5,0.085
C03028,2026-03-08,35-44,15,mid,family_bulk_weekly,832.21,89.92,1.37,0.588,0.27,5,5,0.415
C03029,2025-07-05,45-54,10,high,family_bulk_weekly,4186.65,80.45,1.366,0.486,0.283,3,1,0.498
C03030,2025-05-23,18-24,24,mid,family_bulk_weekly,4777.35,100.49,0.961,0.557,0.193,3,5,0.388
C03031,2024-09-12,45-54,10,high,weekday_luxury_regular,43631.31,216.61,2.524,0.062,0.769,7,6,0.886
C03032,2025-04-14,45-54,24,mid,lapsed_reactivatable,308.25,54.99,0.112,0.508,0.367,7,118,0.519
C03033,2024-07-03,55+,03,high,family_bulk_weekly,5324.87,66.78,1.179,0.422,0.364,2,3,0.44
C03034,2024-12-11,35-44,01,high,casual_long_tail,1859.38,54.27,0.492,0.377,0.552,4,4,0.322
C03035,2025-05-26,18-24,16,mid,lapsed_reactivatable,310.0,40.26,0.148,0.494,0.243,3,123,0.555
C03036,2025-03-02,18-24,52,low,weekend_browser_bargain,1665.37,35.47,0.772,0.757,0.122,2,2,0.503
C03037,2025-11-12,55+,03,high,weekday_luxury_regular,9060.37,214.07,2.031,0.054,0.66,7,4,0.68
C03038,2025-06-01,45-54,10,high,corporate_gifter_seasonal,2818.99,229.62,0.258,0.428,0.486,12,3,0.684
C03039,2024-12-04,25-34,03,high,family_bulk_weekly,7587.95,89.95,1.206,0.543,0.434,4,5,0.734
C03040,2024-06-09,25-34,24,mid,casual_long_tail,2382.8,58.81,0.512,0.49,0.314,5,0,0.247
C03041,2025-06-22,18-24,52,low,weekend_browser_bargain,1020.15,39.95,0.62,0.753,0.049,3,6,0.406
C03042,2025-01-14,25-34,77,low,weekend_browser_bargain,1990.82,36.95,0.92,0.824,0.0,5,0,0.377
C03043,2025-09-15,25-34,11,high,lapsed_reactivatable,228.05,60.57,0.127,0.655,0.168,6,67,0.47
C03044,2025-05-26,18-24,15,mid,casual_long_tail,824.01,33.01,0.675,0.492,0.397,6,2,0.229
C03045,2024-08-09,18-24,16,mid,casual_long_tail,3272.21,51.32,0.664,0.32,0.373,6,1,0.344
C03046,2025-08-09,45-54,11,high,weekday_luxury_regular,12597.84,138.73,2.805,0.118,0.811,6,6,0.228
C03047,2024-07-26,35-44,17,mid,casual_long_tail,4555.93,59.92,0.803,0.592,0.52,3,4,0.276
C03048,2025-12-08,35-44,03,high,family_bulk_weekly,3636.17,103.2,1.544,0.375,0.351,4,0,0.398
C03049,2025-10-03,18-24,01,high,casual_long_tail,1095.34,69.04,0.52,0.418,0.347,4,5,0.357
C03050,2025-12-15,18-24,53,low,weekend_browser_bargain,822.32,51.22,0.814,0.681,0.097,2,0,0.532
C03051,2026-03-09,18-24,11,high,family_bulk_weekly,1017.88,110.35,1.556,0.516,0.251,4,4,0.478
C03052,2025-07-03,35-44,11,high,weekday_luxury_regular,18751.35,167.17,2.357,0.194,0.839,7,1,0.336
C03053,2024-06-14,18-24,53,low,weekend_browser_bargain,3211.88,29.16,1.032,0.836,0.184,2,1,0.622
C03054,2026-04-11,35-44,54,low,new_digital_native,97.83,49.97,1.167,0.589,0.322,2,7,0.452
C03055,2025-09-10,18-24,77,low,weekend_browser_bargain,1248.01,40.97,1.027,0.872,0.0,2,2,0.041
C03056,2026-04-17,25-34,77,low,new_digital_native,43.02,38.27,1.0,0.427,0.289,6,21,0.248
C03057,2024-08-23,55+,11,high,family_bulk_weekly,8390.82,103.12,0.933,0.601,0.402,2,4,0.602
C03058,2024-06-23,18-24,52,low,weekend_browser_bargain,3029.1,31.71,0.9,0.7,0.125,3,5,0.553
C03059,2026-03-03,35-44,76,low,family_bulk_weekly,764.55,135.84,0.824,0.477,0.223,3,4,0.719
C03060,2024-10-27,35-44,52,low,casual_long_tail,2990.95,54.09,0.748,0.642,0.355,7,2,0.672
C03061,2025-07-23,25-34,23,mid,family_bulk_weekly,5375.29,127.07,1.073,0.476,0.306,4,0,0.484
C03062,2024-10-20,25-34,17,mid,casual_long_tail,1977.4,46.14,0.675,0.402,0.439,4,6,0.643
C03063,2025-05-11,35-44,53,low,lapsed_reactivatable,655.51,67.26,0.202,0.447,0.344,1,98,0.12
C03064,2026-01-27,45-54,11,high,corporate_gifter_seasonal,499.35,242.63,0.163,0.294,0.61,1,5,0.68
C03065,2026-03-10,45-54,53,low,lapsed_reactivatable,60.63,59.42,0.159,0.386,0.372,4,116,0.821
C03066,2025-09-28,25-34,78,low,weekend_browser_bargain,561.83,26.91,0.812,0.897,0.0,6,2,0.386
C03067,2026-01-27,55+,01,high,corporate_gifter_seasonal,579.21,191.45,0.244,0.45,0.836,4,4,0.345
C03068,2025-10-05,55+,03,high,casual_long_tail,981.24,51.48,0.595,0.584,0.456,4,5,0.215
C03069,2025-08-01,18-24,52,low,family_bulk_weekly,3580.63,104.85,0.925,0.577,0.309,5,1,0.42
C03070,2024-12-02,18-24,78,low,family_bulk_weekly,15163.07,131.51,1.45,0.623,0.271,3,0,0.407
C03071,2026-01-05,55+,16,mid,family_bulk_weekly,1856.79,96.45,1.037,0.554,0.337,4,4,0.153
C03072,2024-09-23,18-24,54,low,family_bulk_weekly,8584.07,83.4,1.213,0.58,0.324,7,6,0.566
C03073,2024-10-30,18-24,16,mid,family_bulk_weekly,10918.07,98.15,1.322,0.579,0.478,5,0,0.317
C03074,2025-11-21,18-24,53,low,casual_long_tail,912.18,68.08,0.595,0.486,0.57,5,6,0.821
C03075,2026-02-10,18-24,53,low,casual_long_tail,312.05,52.59,0.486,0.643,0.444,8,5,0.482
C03076,2025-04-26,18-24,03,high,corporate_gifter_seasonal,3307.68,244.9,0.232,0.503,0.794,11,3,0.6
C03077,2025-09-22,45-54,15,mid,family_bulk_weekly,1757.82,78.62,0.887,0.489,0.067,3,5,0.358
C03078,2026-02-07,45-54,52,low,family_bulk_weekly,1278.23,87.63,1.307,0.533,0.287,5,5,0.532
C03079,2026-04-12,35-44,52,low,new_digital_native,46.61,51.31,0.636,0.423,0.44,3,10,0.394
C03080,2025-05-30,35-44,10,high,family_bulk_weekly,5717.44,114.5,1.11,0.515,0.608,4,1,0.681
C03081,2024-08-24,55+,01,high,weekday_luxury_regular,35425.09,149.79,2.456,0.098,0.892,4,0,0.872
C03082,2026-04-12,25-34,01,high,new_digital_native,44.74,47.99,0.636,0.451,0.314,3,8,0.764
C03083,2025-09-04,55+,11,high,corporate_gifter_seasonal,949.22,252.77,0.121,0.247,0.812,7,4,0.595
C03084,2025-09-10,35-44,10,high,casual_long_tail,1220.28,67.83,0.591,0.565,0.313,6,5,0.404
C03085,2026-04-01,18-24,03,high,new_digital_native,120.95,53.81,0.636,0.412,0.522,3,6,0.616
C03086,2024-10-30,25-34,77,low,weekend_browser_bargain,1889.8,33.28,0.791,0.68,0.171,3,2,0.505
C03087,2025-06-29,25-34,52,low,weekend_browser_bargain,1167.39,42.48,0.611,0.676,0.045,4,1,0.368
C03088,2025-09-08,18-24,17,mid,casual_long_tail,591.96,37.84,0.463,0.631,0.37,2,3,0.237
C03089,2026-01-07,35-44,03,high,weekday_luxury_regular,7337.9,173.71,2.972,0.143,0.672,7,2,0.666
C03090,2025-05-26,35-44,03,high,casual_long_tail,1203.68,43.37,0.675,0.4,0.323,5,6,0.712
C03091,2025-11-02,25-34,10,high,lapsed_reactivatable,192.58,69.02,0.122,0.53,0.25,3,72,0.588
C03092,2025-11-15,18-24,77,low,weekend_browser_bargain,877.75,44.5,0.792,0.838,0.165,3,0,0.441
C03093,2025-03-20,45-54,02,high,corporate_gifter_seasonal,2746.38,287.08,0.193,0.236,0.852,6,0,0.739
C03094,2024-12-01,18-24,53,low,weekend_browser_bargain,1649.57,32.13,0.689,0.718,0.212,3,3,0.602
C03095,2025-12-08,45-54,11,high,weekday_luxury_regular,8043.38,180.72,2.574,0.086,0.778,5,0,0.482
C03096,2026-04-09,45-54,11,high,new_digital_native,83.54,40.32,1.0,0.559,0.512,4,15,0.557
C03097,2025-06-01,35-44,77,low,lapsed_reactivatable,326.71,65.14,0.107,0.55,0.432,6,82,0.296
C03098,2025-09-29,18-24,53,low,family_bulk_weekly,4654.84,97.43,1.461,0.63,0.373,1,2,0.795
C03099,2024-07-29,25-34,52,low,family_bulk_weekly,8092.87,71.73,1.128,0.508,0.417,8,0,0.227
C03100,2026-01-15,18-24,54,low,weekend_browser_bargain,327.12,41.17,0.643,0.999,0.0,1,2,0.334
C03101,2026-03-25,45-54,02,high,new_digital_native,66.05,37.39,0.483,0.386,0.391,6,6,0.313
C03102,2024-08-29,35-44,17,mid,family_bulk_weekly,14022.85,135.86,1.233,0.497,0.248,2,4,0.115
C03103,2026-03-30,35-44,03,high,new_digital_native,34.2,41.11,0.292,0.57,0.438,6,22,0.505
C03104,2025-04-25,35-44,02,high,casual_long_tail,1271.26,40.86,0.54,0.428,0.364,4,2,0.601
C03105,2025-08-05,45-54,53,low,casual_long_tail,1473.68,65.13,0.59,0.431,0.429,2,6,0.503
C03106,2025-10-11,25-34,11,high,family_bulk_weekly,2452.43,98.54,1.046,0.594,0.168,4,5,0.885
C03107,2025-02-26,25-34,78,low,weekend_browser_bargain,1574.35,34.13,0.748,0.973,0.025,3,6,0.389
C03108,2025-07-14,18-24,76,low,weekend_browser_bargain,1036.39,33.48,0.866,0.859,0.0,8,6,0.461
C03109,2026-04-04,55+,16,mid,new_digital_native,42.2,43.76,0.368,0.367,0.436,9,14,0.76
C03110,2025-08-03,45-54,53,low,casual_long_tail,987.71,34.15,0.719,0.343,0.425,8,6,0.588
C03111,2025-12-10,35-44,01,high,lapsed_reactivatable,169.32,54.2,0.209,0.399,0.333,4,154,0.654
C03112,2024-11-11,25-34,11,high,family_bulk_weekly,9243.74,103.18,1.008,0.423,0.265,5,2,0.953
C03113,2025-06-28,55+,17,mid,family_bulk_weekly,3412.47,61.11,1.264,0.622,0.322,6,2,0.348
C03114,2025-09-04,45-54,01,high,weekday_luxury_regular,18709.7,212.71,3.061,0.077,0.756,3,5,0.532
C03115,2025-11-26,25-34,52,low,weekend_browser_bargain,890.64,39.26,1.135,0.872,0.094,3,0,0.166
C03116,2026-04-23,25-34,52,low,new_digital_native,92.96,40.53,2.0,0.494,0.348,4,4,0.772
C03117,2025-02-01,18-24,02,high,casual_long_tail,2117.16,54.1,0.675,0.472,0.473,6,4,0.684
C03118,2026-03-17,25-34,17,mid,casual_long_tail,125.57,31.72,0.946,0.46,0.322,8,0,0.587
C03119,2024-06-29,45-54,03,high,weekday_luxury_regular,49039.27,177.72,2.777,0.243,0.784,7,2,0.297
C03120,2026-03-28,45-54,02,high,new_digital_native,67.53,34.51,0.538,0.358,0.304,4,22,0.779
C03121,2024-07-03,25-34,10,high,lapsed_reactivatable,1119.66,68.56,0.149,0.473,0.343,4,64,0.721
C03122,2025-10-19,25-34,52,low,lapsed_reactivatable,318.05,71.91,0.151,0.502,0.471,6,93,0.322
C03123,2024-05-09,45-54,11,high,weekday_luxury_regular,35610.95,136.76,2.706,0.07,0.85,3,5,0.669
C03124,2025-10-02,18-24,53,low,family_bulk_weekly,2180.52,79.91,0.966,0.493,0.3,3,0,0.207
C03125,2026-01-14,18-24,76,low,weekend_browser_bargain,659.28,47.91,0.919,0.8,0.054,5,3,0.391
C03126,2026-03-28,45-54,23,mid,new_digital_native,45.22,47.42,0.269,0.425,0.367,3,10,0.718
C03127,2025-07-07,45-54,03,high,weekday_luxury_regular,15452.37,137.79,2.703,0.125,0.883,9,4,0.668
C03128,2025-03-16,55+,03,high,casual_long_tail,1827.36,48.15,0.538,0.431,0.467,9,6,0.26
C03129,2024-08-13,45-54,10,high,family_bulk_weekly,11069.03,96.57,1.28,0.432,0.301,4,4,0.518
C03130,2025-09-14,45-54,16,mid,family_bulk_weekly,3148.83,78.07,1.235,0.609,0.383,3,4,0.433
C03131,2025-09-25,18-24,24,mid,casual_long_tail,460.62,36.77,0.433,0.504,0.361,8,1,0.305
C03132,2025-09-25,18-24,54,low,weekend_browser_bargain,616.84,25.05,0.8,0.723,0.0,4,2,0.503
C03133,2026-04-06,25-34,52,low,new_digital_native,22.48,19.97,0.412,0.554,0.257,5,6,0.278
C03134,2024-12-18,35-44,15,mid,lapsed_reactivatable,420.09,72.81,0.071,0.445,0.289,1,110,0.255
C03135,2025-04-06,25-34,23,mid,lapsed_reactivatable,250.51,45.7,0.11,0.538,0.488,5,145,0.382
C03136,2024-06-17,45-54,03,high,lapsed_reactivatable,368.77,46.32,0.083,0.524,0.286,5,77,0.351
C03137,2025-07-17,25-34,54,low,casual_long_tail,1724.25,50.38,0.7,0.526,0.405,6,6,0.264
C03138,2026-02-02,18-24,02,high,corporate_gifter_seasonal,281.6,162.02,0.175,0.529,0.788,3,5,0.344
C03139,2024-08-18,25-34,52,low,weekend_browser_bargain,2561.63,40.72,0.708,0.742,0.026,4,5,0.57
C03140,2025-10-27,35-44,54,low,casual_long_tail,619.46,58.52,0.472,0.526,0.448,7,1,0.311
C03141,2026-03-26,25-34,53,low,new_digital_native,88.85,51.4,0.5,0.462,0.428,5,20,0.322
C03142,2025-08-20,25-34,77,low,weekend_browser_bargain,676.49,21.74,0.74,0.834,0.155,2,6,0.053
C03143,2025-11-03,55+,02,high,weekday_luxury_regular,2871.52,37.74,2.784,0.147,0.724,7,3,0.716
C03144,2025-11-26,18-24,24,mid,lapsed_reactivatable,203.08,66.79,0.142,0.576,0.425,2,175,0.612
C03145,2024-08-13,25-34,76,low,lapsed_reactivatable,1025.73,76.65,0.159,0.529,0.361,2,75,0.549
C03146,2026-02-25,55+,02,high,weekday_luxury_regular,3783.28,215.06,1.965,0.056,0.797,7,1,0.556
C03147,2025-02-10,25-34,78,low,weekend_browser_bargain,2646.54,36.39,0.977,0.816,0.209,7,4,0.503
C03148,2025-09-02,18-24,54,low,weekend_browser_bargain,623.75,33.64,0.601,0.787,0.062,3,5,0.697
C03149,2026-04-13,55+,53,low,new_digital_native,76.31,45.31,1.4,0.45,0.219,2,24,0.525
C03150,2026-04-16,18-24,02,high,new_digital_native,57.73,26.51,2.0,0.44,0.361,3,23,0.515
C03151,2025-05-24,45-54,10,high,corporate_gifter_seasonal,2375.41,153.78,0.314,0.276,0.537,6,4,0.449
C03152,2026-04-07,35-44,53,low,new_digital_native,63.43,61.02,0.438,0.476,0.511,5,27,0.637
C03153,2024-11-27,45-54,02,high,weekday_luxury_regular,35789.71,173.93,2.393,0.213,0.941,9,4,0.609
C03154,2024-05-16,35-44,02,high,corporate_gifter_seasonal,6759.41,240.86,0.267,0.41,0.486,5,2,0.269
C03155,2025-10-01,18-24,76,low,weekend_browser_bargain,638.87,32.07,0.824,0.718,0.145,2,1,0.37
C03156,2025-11-16,18-24,02,high,corporate_gifter_seasonal,691.47,80.35,0.399,0.362,0.941,8,2,0.47
C03157,2025-06-10,18-24,76,low,weekend_browser_bargain,1728.09,41.08,0.927,1.0,0.07,3,3,0.439
C03158,2026-03-26,25-34,03,high,new_digital_native,103.44,44.96,0.5,0.388,0.271,2,19,0.538
C03159,2025-08-08,25-34,78,low,weekend_browser_bargain,605.64,27.15,0.543,0.68,0.148,3,6,0.337
C03160,2024-06-09,25-34,78,low,weekend_browser_bargain,2741.58,26.8,0.892,0.877,0.104,1,6,0.668
C03161,2026-01-05,35-44,11,high,family_bulk_weekly,2162.7,105.6,1.231,0.586,0.216,4,6,0.626
C03162,2025-07-31,25-34,54,low,weekend_browser_bargain,1581.94,39.84,1.0,0.802,0.102,4,3,0.117
C03163,2024-06-28,35-44,10,high,weekday_luxury_regular,31798.16,126.3,2.625,0.245,0.703,11,3,0.511
C03164,2025-12-20,35-44,01,high,corporate_gifter_seasonal,595.7,193.45,0.169,0.439,0.554,4,6,0.731
C03165,2024-07-11,35-44,15,mid,casual_long_tail,2060.36,38.51,0.559,0.513,0.489,5,2,0.199
C03166,2025-03-23,45-54,17,mid,family_bulk_weekly,6019.91,112.06,1.114,0.493,0.237,5,2,0.862
C03167,2024-11-06,25-34,54,low,weekend_browser_bargain,2820.5,39.49,0.867,0.67,0.257,2,2,0.485
C03168,2024-08-31,25-34,01,high,family_bulk_weekly,7235.68,96.5,1.062,0.476,0.394,5,5,0.618
C03169,2026-03-25,18-24,15,mid,new_digital_native,69.37,63.18,0.241,0.492,0.27,7,18,0.473
C03170,2025-11-05,25-34,15,mid,casual_long_tail,544.7,61.14,0.456,0.392,0.615,5,0,0.402
C03171,2025-08-02,25-34,02,high,corporate_gifter_seasonal,1430.2,210.47,0.186,0.398,0.593,4,4,0.395
C03172,2024-12-26,55+,78,low,family_bulk_weekly,7568.29,83.72,1.246,0.527,0.357,6,0,0.353
C03173,2024-08-13,45-54,02,high,family_bulk_weekly,5620.62,50.56,1.201,0.495,0.411,11,0,0.484
C03174,2026-02-26,55+,78,low,family_bulk_weekly,1470.04,133.84,1.375,0.535,0.245,6,2,0.554
C03175,2025-09-27,18-24,54,low,weekend_browser_bargain,790.19,48.55,0.639,0.825,0.043,3,6,0.102
C03176,2024-06-01,18-24,78,low,lapsed_reactivatable,646.98,43.5,0.152,0.605,0.377,4,169,0.423
C03177,2025-10-19,18-24,76,low,weekend_browser_bargain,774.69,37.77,0.715,0.864,0.182,2,5,0.275
C03178,2026-03-26,35-44,23,mid,new_digital_native,94.55,44.62,0.5,0.435,0.347,3,16,0.425
C03179,2025-04-13,45-54,16,mid,casual_long_tail,1828.81,51.14,0.635,0.635,0.379,5,2,0.805
C03180,2024-11-05,25-34,52,low,casual_long_tail,1927.54,54.58,0.551,0.461,0.391,3,6,0.582
C03181,2025-01-10,25-34,54,low,weekend_browser_bargain,1747.53,38.89,0.673,0.791,0.093,1,5,0.152
C03182,2024-05-26,45-54,01,high,weekday_luxury_regular,53664.8,241.59,2.521,0.165,0.951,12,2,0.297
C03183,2026-04-15,18-24,16,mid,new_digital_native,113.19,49.71,1.75,0.358,0.417,2,4,0.5
C03184,2025-05-20,18-24,54,low,weekend_browser_bargain,2083.58,50.8,0.808,0.801,0.15,7,1,0.34
C03185,2026-03-15,18-24,16,mid,family_bulk_weekly,809.34,80.55,1.615,0.687,0.363,7,4,0.558
C03186,2024-12-07,35-44,53,low,lapsed_reactivatable,407.17,53.16,0.098,0.361,0.363,4,165,0.553
C03187,2024-06-21,25-34,77,low,weekend_browser_bargain,1476.98,20.28,0.876,0.937,0.0,3,3,0.662
C03188,2026-01-07,18-24,52,low,weekend_browser_bargain,527.3,41.74,0.792,0.733,0.004,2,4,0.315
C03189,2026-03-29,25-34,24,mid,new_digital_native,37.72,32.63,0.28,0.403,0.539,4,14,0.391
C03190,2024-05-27,18-24,76,low,family_bulk_weekly,10978.81,85.66,1.227,0.537,0.266,4,1,0.75
C03191,2026-04-09,35-44,53,low,new_digital_native,84.66,38.04,1.0,0.453,0.332,4,12,0.278
C03192,2025-08-27,25-34,52,low,weekend_browser_bargain,648.31,36.13,0.615,0.875,0.0,2,5,0.146
C03193,2026-01-25,55+,24,mid,lapsed_reactivatable,57.2,59.72,0.08,0.355,0.129,4,63,0.636
C03194,2026-01-16,18-24,78,low,weekend_browser_bargain,516.28,42.27,0.722,0.819,0.0,2,3,0.736
C03195,2025-05-13,25-34,03,high,corporate_gifter_seasonal,4338.39,272.17,0.284,0.455,0.69,6,4,0.615
C03196,2026-04-08,45-54,01,high,new_digital_native,51.41,49.62,0.467,0.551,0.409,2,6,0.779
C03197,2024-06-29,25-34,01,high,corporate_gifter_seasonal,5130.19,185.92,0.296,0.467,0.795,7,4,0.548
C03198,2025-06-06,18-24,17,mid,casual_long_tail,1123.76,58.24,0.545,0.405,0.359,7,2,0.296
C03199,2026-02-22,45-54,03,high,corporate_gifter_seasonal,947.36,274.07,0.467,0.269,0.711,3,6,0.598
C03200,2025-07-29,45-54,10,high,corporate_gifter_seasonal,876.05,117.97,0.261,0.355,0.538,7,4,0.41
C03201,2024-06-01,35-44,54,low,casual_long_tail,2011.39,47.3,0.496,0.551,0.239,2,1,0.524
C03202,2024-08-08,18-24,53,low,weekend_browser_bargain,1652.72,28.64,0.719,0.672,0.059,2,1,0.503
C03203,2025-02-28,35-44,24,mid,casual_long_tail,2148.7,61.8,0.585,0.58,0.393,6,0,0.675
C03204,2025-03-03,25-34,52,low,weekend_browser_bargain,900.74,16.95,0.925,0.797,0.08,5,1,0.812
C03205,2025-06-28,55+,53,low,casual_long_tail,1680.09,62.98,0.515,0.662,0.57,5,5,0.655
C03206,2025-09-20,25-34,77,low,casual_long_tail,618.08,37.24,0.619,0.397,0.281,4,0,0.608
C03207,2025-09-28,55+,15,mid,family_bulk_weekly,2499.57,93.54,0.947,0.615,0.502,4,6,0.53
C03208,2024-07-29,25-34,17,mid,family_bulk_weekly,9073.65,90.25,1.15,0.437,0.292,6,4,0.433
C03209,2025-05-20,45-54,11,high,family_bulk_weekly,3786.73,83.57,1.077,0.667,0.249,4,2,0.68
C03210,2024-12-13,35-44,11,high,weekday_luxury_regular,20921.4,131.53,2.47,0.085,0.926,5,3,0.797
C03211,2025-11-25,18-24,11,high,corporate_gifter_seasonal,1709.03,220.96,0.376,0.268,0.717,5,5,0.705
C03212,2024-07-30,55+,52,low,casual_long_tail,3149.93,54.29,0.532,0.596,0.345,5,3,0.643
C03213,2025-09-14,18-24,76,low,weekend_browser_bargain,1436.89,41.35,0.982,0.873,0.106,4,4,0.405
C03214,2025-03-17,25-34,54,low,weekend_browser_bargain,1575.4,37.63,0.731,0.903,0.0,5,4,0.415
C03215,2024-06-16,55+,01,high,family_bulk_weekly,10547.45,105.83,1.098,0.47,0.223,4,6,0.699
C03216,2025-08-17,18-24,76,low,weekend_browser_bargain,741.5,25.31,0.843,0.69,0.121,2,0,0.504
